iter	Passed	Remaining
1673	13460	30763
1674	13468	30756
1675	13476	30749
1676	13482	30736
1677	13490	30728
1678	13499	30721
1679	13507	30714
1680	13516	30707
1681	13524	30699
1682	13532	30692
1683	13541	30684
1684	13546	30669
1685	13554	30661
1686	13562	30654
1687	13570	30646
1688	13578	30638
1689	13587	30632
1690	13596	30627
1691	13605	30621
1692	13614	30613
1693	13619	30599
1694	13627	30591
1695	13634	30581
1696	13640	30568
1697	13647	30557
1698	13655	30549
1699	13663	30540
1700	13671	30533
1701	13677	30520
1702	13685	30513
1703	13694	30506
1704	13699	30491
1705	13706	30483
1706	13715	30475
1707	13723	30467
1708	13728	30453
1709	13733	30438
1710	13741	30430
1711	13750	30425
1712	13759	30418
1713	13767	30410
1714	13776	30403
1715	13781	30389
1716	13790	30383
1717	13794	30368
1718	13803	30360
1719	13811	30352
1720	13819	30344
1721	13827	30337
1722	13836	30330
1723	13844	30322
1724	13851	30313
1725	13859	30304
1726	13864	30290
1727	13872	30282
1728	13878	30268
1729	13886	30260
1730	13894	30252
1731	13902	30244
1732	13910	30237
1733	13918	30229
1734	13927	30222
1735	13935	30214
1736	13940	30200
1737	13945	30186
1738	13950	30170
1739	13958	30164
1740	13967	30157
1741	13977	30152
1742	13985	30144
1743	13990	30130
1744	13998	30122
1745	14007	30116
1746	14014	30107
1747	14020	30093
1748	14024	30078
1749	14029	30063
1750	14038	30056
1751	14044	30044
1752	14052	30036
1753	14057	30021
1754	14063	30010
1755	14072	30003
1756	14079	29995
1757	14088	29987
1758	14096	29980
1759	14104	29971
1760	14112	29963
1761	14117	29949
1762	14125	29941
1763	14133	29934
1764	14142	29926
1765	14150	29919
1766	14159	29913
1767	14164	29899
1768	14169	29885
1769	14178	29878
1770	14183	29863
1771	14188	29849
1772	14194	29838
1773	14199	29823
1774	14204	29809
1775	14212	29801
1776	14221	29794
1777	14229	29786
1778	14237	29779
1779	14245	29771
1780	14254	29764
1781	14262	29756
1782	14270	29749
1783	14278	29742
1784	14287	29734
1785	14294	29726
1786	14300	29713
1787	14308	29706
1788	14317	29698
1789	14322	29685
1790	14328	29672
1791	14336	29664
1792	14344	29657
1793	14351	29646
1794	14359	29638
1795	14368	29632
1796	14376	29624
1797	14384	29616
1798	14394	29612
1799	14403	29606
1800	14411	29599
1801	14418	29589
1802	14426	29581
1803	14433	29570
1804	14441	29563
1805	14450	29556
1806	14458	29549
1807	14467	29542
1808	14475	29534
1809	14482	29524
1810	14490	29517
1811	14499	29511
1812	14508	29505
1813	14518	29501
1814	14526	29494
1815	14535	29486
1816	14545	29482
1817	14554	29477
1818	14559	29463
1819	14566	29453
1820	14573	29443
1821	14579	29431
1822	14588	29424
1823	14596	29416
1824	14604	29408
1825	14612	29400
1826	14620	29393
1827	14628	29385
1828	14636	29377
1829	14644	29368
1830	14652	29361
1831	14659	29350
1832	14667	29342
1833	14673	29331
1834	14682	29324
1835	14690	29316
1836	14697	29307
1837	14705	29299
1838	14714	29292
1839	14721	29283
1840	14729	29275
1841	14739	29271
1842	14748	29265
1843	14756	29256
1844	14764	29249
1845	14773	29242
1846	14781	29234
1847	14789	29227
1848	14798	29219
1849	14806	29213
1850	14815	29206
1851	14822	29196
1852	14828	29183
1853	14836	29177
1854	14845	29170
1855	14854	29164
1856	14863	29158
1857	14871	29150
1858	14879	29142
1859	14887	29133
1860	14895	29126
1861	14902	29116
1862	14907	29102
1863	14915	29095
1864	14923	29087
1865	14932	29080
1866	14938	29069
1867	14947	29063
1868	14955	29055
1869	14964	29048
1870	14972	29040
1871	14981	29034
1872	14988	29025
1873	14996	29017
1874	15004	29008
1875	15012	29001
1876	15021	28993
1877	15028	28985
1878	15037	28977
1879	15045	28969
1880	15053	28962
1881	15058	28949
1882	15066	28940
1883	15074	28932
1884	15082	28924
1885	15089	28914
1886	15097	28906
1887	15105	28899
1888	15113	28891
1889	15120	28880
1890	15129	28874
1891	15138	28868
1892	15145	28859
1893	15153	28850
1894	15161	28843
1895	15170	28835
1896	15178	28828
1897	15186	28820
1898	15194	28812
1899	15202	28804
1900	15210	28797
1901	15218	28789
1902	15227	28782
1903	15235	28774
1904	15243	28767
1905	15251	28758
1906	15260	28751
1907	15268	28744
1908	15276	28736
1909	15284	28728
1910	15293	28722
1911	15302	28716
1912	15310	28708
1913	15316	28696
1914	15325	28690
1915	15334	28683
1916	15341	28675
1917	15350	28667
1918	15358	28660
1919	15367	28653
1920	15375	28645
1921	15383	28637
1922	15391	28630
1923	15399	28622
1924	15405	28609
1925	15413	28602
1926	15422	28595
1927	15430	28587
1928	15438	28580
1929	15448	28575
1930	15456	28568
1931	15463	28557
1932	15471	28550
1933	15480	28543
1934	15487	28534
1935	15495	28526
1936	15504	28519
1937	15513	28514
1938	15520	28503
1939	15528	28495
1940	15536	28488
1941	15545	28480
1942	15553	28473
1943	15561	28466
1944	15569	28457
1945	15579	28452
1946	15588	28446
1947	15597	28440
1948	15606	28433
1949	15614	28426
1950	15622	28419
1951	15631	28412
1952	15640	28405
1953	15645	28393
1954	15651	28381
1955	15660	28374
1956	15668	28367
1957	15676	28359
1958	15685	28352
1959	15694	28346
1960	15704	28340
1961	15712	28334
1962	15721	28328
1963	15730	28321
1964	15738	28313
1965	15746	28305
1966	15754	28297
1967	15764	28292
1968	15773	28287
1969	15783	28282
1970	15793	28276
1971	15803	28273
1972	15812	28267
1973	15821	28261
1974	15830	28254
1975	15840	28249
1976	15849	28243
1977	15856	28234
1978	15865	28228
1979	15874	28222
1980	15881	28211
1981	15890	28206
1982	15900	28200
1983	15909	28195
1984	15919	28189
1985	15925	28177
1986	15934	28171
1987	15941	28161
1988	15948	28152
1989	15955	28141
1990	15964	28136
1991	15973	28130
1992	15980	28119
1993	15989	28113
1994	15998	28107
1995	16007	28101
1996	16016	28095
1997	16025	28089
1998	16035	28083
1999	16044	28077
2000	16053	28071
2001	16062	28065
2002	16072	28059
2003	16081	28054
2004	16090	28048
2005	16100	28042
2006	16109	28036
2007	16118	28030
2008	16127	28024
2009	16133	28012
2010	16142	28006
2011	16149	27997
2012	16159	27991
2013	16168	27984
2014	16173	27973
2015	16182	27967
2016	16192	27960
2017	16200	27954
2018	16206	27941
2019	16215	27936
2020	16224	27930
2021	16234	27923
2022	16242	27916
2023	16249	27907
2024	16257	27899
2025	16267	27893
2026	16276	27887
2027	16282	27875
2028	16291	27869
2029	16300	27863
2030	16309	27857
2031	16318	27851
2032	16328	27845
2033	16336	27838
2034	16346	27832
2035	16355	27826
2036	16364	27820
2037	16373	27814
2038	16381	27806
2039	16390	27799
2040	16398	27791
2041	16406	27783
2042	16415	27776
2043	16423	27768
2044	16430	27758
2045	16438	27750
2046	16446	27742
2047	16454	27735
2048	16464	27730
2049	16471	27719
2050	16479	27712
2051	16487	27704
2052	16496	27697
2053	16504	27689
2054	16512	27681
2055	16521	27675
2056	16529	27666
2057	16537	27659
2058	16545	27651
2059	16554	27644
2060	16562	27636
2061	16570	27628
2062	16579	27621
2063	16587	27614
2064	16596	27606
2065	16604	27599
2066	16613	27591
2067	16620	27583
2068	16629	27576
2069	16637	27568
2070	16646	27562
2071	16654	27554
2072	16663	27546
2073	16671	27539
2074	16679	27531
2075	16687	27523
2076	16694	27513
2077	16702	27505
2078	16710	27497
2079	16719	27490
2080	16728	27483
2081	16737	27477
2082	16744	27467
2083	16753	27460
2084	16762	27454
2085	16768	27443
2086	16776	27435
2087	16784	27428
2088	16793	27421
2089	16800	27410
2090	16808	27402
2091	16816	27394
2092	16824	27387
2093	16838	27388
2094	16856	27397
2095	16866	27392
2096	16876	27387
2097	16885	27381
2098	16894	27374
2099	16903	27367
2100	16912	27360
2101	16922	27356
2102	16932	27350
2103	16942	27345
2104	16950	27338
2105	16959	27332
2106	16968	27325
2107	16977	27319
2108	16986	27312
2109	16995	27305
2110	17004	27299
2111	17013	27292
2112	17022	27286
2113	17032	27280
2114	17041	27274
2115	17050	27267
2116	17059	27261
2117	17068	27255
2118	17077	27248
2119	17087	27242
2120	17096	27236
2121	17105	27229
2122	17113	27222
2123	17122	27216
2124	17131	27209
2125	17138	27199
2126	17148	27193
2127	17157	27186
2128	17166	27180
2129	17175	27173
2130	17184	27167
2131	17193	27161
2132	17202	27154
2133	17211	27148
2134	17220	27141
2135	17227	27131
2136	17236	27124
2137	17245	27118
2138	17253	27111
2139	17258	27098
2140	17267	27091
2141	17274	27080
2142	17282	27073
2143	17288	27061
2144	17296	27054
2145	17304	27044
2146	17312	27037
2147	17320	27028
2148	17328	27021
2149	17333	27008
2150	17342	27001
2151	17347	26988
2152	17355	26979
2153	17363	26972
2154	17371	26964
2155	17379	26956
2156	17387	26948
2157	17396	26940
2158	17404	26933
2159	17409	26920
2160	17417	26912
2161	17426	26904
2162	17434	26897
2163	17440	26885
2164	17445	26873
2165	17451	26862
2166	17457	26850
2167	17466	26844
2168	17475	26837
2169	17484	26831
2170	17493	26824
2171	17502	26817
2172	17510	26809
2173	17519	26803
2174	17525	26791
2175	17530	26778
2176	17534	26765
2177	17539	26752
2178	17545	26740
2179	17553	26732
2180	17558	26720
2181	17566	26711
2182	17572	26701
2183	17580	26693
2184	17589	26686
2185	17594	26673
2186	17602	26665
2187	17611	26658
2188	17619	26650
2189	17627	26643
2190	17636	26636
2191	17645	26628
2192	17653	26621
2193	17661	26613
2194	17666	26600
2195	17675	26593
2196	17683	26585
2197	17691	26578
2198	17700	26571
2199	17708	26563
2200	17715	26553
2201	17723	26545
2202	17729	26533
2203	17738	26526
2204	17747	26520
2205	17756	26513
2206	17761	26501
2207	17771	26495
2208	17779	26488
2209	17788	26481
2210	17795	26471
2211	17801	26460
2212	17809	26453
2213	17819	26446
2214	17824	26435
2215	17834	26429
2216	17839	26417
2217	17845	26405
2218	17854	26399
2219	17863	26393
2220	17872	26386
2221	17881	26380
2222	17891	26374
2223	17900	26367
2224	17909	26360
2225	17917	26352
2226	17926	26345
2227	17934	26337
2228	17941	26328
2229	17949	26320
2230	17958	26313
2231	17966	26305
2232	17971	26293
2233	17976	26280
2234	17984	26273
2235	17993	26265
2236	18001	26257
2237	18009	26250
2238	18016	26239
2239	18024	26231
2240	18032	26223
2241	18040	26216
2242	18050	26210
2243	18058	26202
2244	18067	26196
2245	18073	26184
2246	18078	26172
2247	18086	26164
2248	18094	26155
2249	18102	26148
2250	18111	26140
2251	18119	26133
2252	18128	26126
2253	18136	26118
2254	18144	26110
2255	18152	26102
2256	18161	26095
2257	18166	26082
2258	18171	26070
2259	18179	26062
2260	18187	26055
2261	18193	26043
2262	18198	26031
2263	18206	26023
2264	18213	26013
2265	18222	26006
2266	18230	25998
2267	18238	25990
2268	18246	25982
2269	18254	25974
2270	18262	25966
2271	18270	25958
2272	18279	25950
2273	18284	25938
2274	18291	25929
2275	18296	25917
2276	18304	25909
2277	18309	25897
2278	18314	25885
2279	18323	25878
2280	18328	25865
2281	18336	25857
2282	18345	25850
2283	18350	25838
2284	18355	25826
2285	18363	25818
2286	18371	25810
2287	18380	25803
2288	18385	25790
2289	18390	25778
2290	18398	25770
2291	18406	25763
2292	18411	25750
2293	18416	25738
2294	18424	25730
2295	18429	25717
2296	18437	25710
2297	18442	25697
2298	18448	25686
2299	18453	25673
2300	18458	25661
2301	18467	25655
2302	18472	25642
2303	18477	25630
2304	18481	25618
2305	18490	25610
2306	18498	25603
2307	18507	25596
2308	18516	25589
2309	18525	25582
2310	18533	25575
2311	18543	25569
2312	18551	25561
2313	18556	25549
2314	18562	25537
2315	18570	25531
2316	18576	25518
2317	18584	25511
2318	18592	25503
2319	18601	25496
2320	18608	25488
2321	18614	25476
2322	18622	25468
2323	18631	25462
2324	18640	25455
2325	18649	25449
2326	18659	25442
2327	18664	25430
2328	18672	25423
2329	18680	25415
2330	18689	25408
2331	18695	25397
2332	18700	25385
2333	18709	25378
2334	18717	25371
2335	18726	25363
2336	18730	25351
2337	18736	25339
2338	18744	25332
2339	18752	25324
2340	18760	25316
2341	18769	25309
2342	18775	25298
2343	18781	25287
2344	18786	25276
2345	18795	25268
2346	18801	25257
2347	18809	25250
2348	18814	25238
2349	18822	25230
2350	18830	25221
2351	18836	25211
2352	18844	25203
2353	18852	25195
2354	18860	25187
2355	18868	25179
2356	18875	25169
2357	18883	25161
2358	18892	25154
2359	18900	25147
2360	18908	25139
2361	18915	25130
2362	18921	25118
2363	18926	25107
2364	18934	25099
2365	18942	25091
2366	18950	25083
2367	18958	25075
2368	18963	25063
2369	18968	25051
2370	18976	25043
2371	18984	25035
2372	18993	25028
2373	19001	25020
2374	19009	25012
2375	19016	25002
2376	19024	24994
2377	19030	24984
2378	19036	24973
2379	19041	24961
2380	19049	24953
2381	19057	24946
2382	19062	24934
2383	19068	24923
2384	19076	24915
2385	19085	24908
2386	19089	24895
2387	19095	24885
2388	19101	24873
2389	19105	24861
2390	19110	24849
2391	19118	24841
2392	19123	24829
2393	19128	24817
2394	19133	24805
2395	19138	24793
2396	19143	24781
2397	19151	24773
2398	19156	24761
2399	19161	24750
2400	19167	24739
2401	19175	24731
2402	19180	24719
2403	19188	24711
2404	19196	24703
2405	19204	24696
2406	19212	24688
2407	19220	24680
2408	19227	24670
2409	19236	24663
2410	19244	24656
2411	19252	24648
2412	19258	24637
2413	19267	24631
2414	19274	24621
2415	19282	24613
2416	19291	24606
2417	19299	24599
2418	19305	24588
2419	19313	24580
2420	19318	24569
2421	19325	24559
2422	19333	24552
2423	19341	24543
2424	19346	24532
2425	19355	24525
2426	19364	24518
2427	19369	24507
2428	19377	24499
2429	19382	24487
2430	19391	24480
2431	19396	24468
2432	19401	24456
2433	19409	24448
2434	19414	24437
2435	19419	24425
2436	19425	24415
2437	19433	24407
2438	19442	24400
2439	19447	24388
2440	19455	24380
2441	19460	24369
2442	19468	24361
2443	19477	24354
2444	19485	24347
2445	19490	24335
2446	19498	24327
2447	19504	24316
2448	19509	24305
2449	19518	24298
2450	19523	24286
2451	19531	24279
2452	19539	24271
2453	19547	24263
2454	19555	24255
2455	19564	24248
2456	19569	24236
2457	19575	24227
2458	19580	24214
2459	19589	24207
2460	19598	24201
2461	19607	24194
2462	19614	24186
2463	19620	24174
2464	19628	24166
2465	19637	24160
2466	19646	24153
2467	19655	24146
2468	19661	24137
2469	19670	24130
2470	19678	24122
2471	19685	24112
2472	19693	24104
2473	19698	24093
2474	19706	24085
2475	19714	24077
2476	19722	24069
2477	19729	24060
2478	19734	24048
2479	19740	24038
2480	19745	24027
2481	19754	24020
2482	19762	24012
2483	19770	24004
2484	19778	23996
2485	19785	23987
2486	19793	23979
2487	19801	23971
2488	19808	23963
2489	19816	23955
2490	19823	23945
2491	19831	23938
2492	19836	23926
2493	19842	23915
2494	19847	23904
2495	19852	23892
2496	19860	23884
2497	19867	23876
2498	19875	23868
2499	19883	23860
2500	19891	23852
2501	19896	23841
2502	19905	23833
2503	19912	23825
2504	19920	23817
2505	19928	23809
2506	19936	23801
2507	19943	23791
2508	19951	23783
2509	19959	23776
2510	19968	23769
2511	19977	23762
2512	19984	23754
2513	19993	23747
2514	20001	23739
2515	20010	23732
2516	20018	23724
2517	20023	23713
2518	20031	23705
2519	20040	23698
2520	20046	23688
2521	20051	23677
2522	20060	23669
2523	20068	23662
2524	20076	23654
2525	20084	23646
2526	20092	23638
2527	20100	23631
2528	20109	23623
2529	20117	23616
2530	20126	23609
2531	20130	23597
2532	20138	23589
2533	20144	23578
2534	20149	23567
2535	20157	23560
2536	20165	23552
2537	20174	23544
2538	20182	23537
2539	20188	23526
2540	20193	23515
2541	20201	23507
2542	20207	23496
2543	20215	23489
2544	20220	23478
2545	20225	23466
2546	20229	23454
2547	20238	23447
2548	20243	23436
2549	20248	23425
2550	20256	23417
2551	20264	23409
2552	20273	23402
2553	20281	23394
2554	20289	23386
2555	20294	23375
2556	20300	23364
2557	20308	23357
2558	20313	23345
2559	20320	23336
2560	20328	23329
2561	20333	23318
2562	20342	23310
2563	20349	23302
2564	20354	23290
2565	20363	23284
2566	20371	23276
2567	20379	23268
2568	20387	23260
2569	20396	23253
2570	20401	23242
2571	20409	23234
2572	20418	23227
2573	20426	23220
2574	20434	23212
2575	20442	23204
2576	20447	23192
2577	20456	23185
2578	20464	23178
2579	20472	23170
2580	20480	23162
2581	20489	23155
2582	20497	23147
2583	20502	23137
2584	20507	23125
2585	20516	23118
2586	20524	23110
2587	20532	23102
2588	20540	23094
2589	20548	23087
2590	20553	23076
2591	20562	23069
2592	20570	23061
2593	20575	23050
2594	20580	23039
2595	20589	23032
2596	20598	23025
2597	20605	23016
2598	20614	23009
2599	20622	23002
2600	20630	22994
2601	20638	22985
2602	20643	22974
2603	20649	22965
2604	20654	22954
2605	20663	22947
2606	20672	22940
2607	20680	22932
2608	20687	22923
2609	20695	22915
2610	20703	22908
2611	20712	22900
2612	20719	22892
2613	20724	22881
2614	20729	22870
2615	20738	22862
2616	20744	22853
2617	20749	22841
2618	20757	22833
2619	20765	22826
2620	20774	22819
2621	20782	22811
2622	20790	22803
2623	20799	22796
2624	20805	22787
2625	20812	22778
2626	20817	22767
2627	20823	22756
2628	20828	22745
2629	20836	22738
2630	20844	22730
2631	20853	22722
2632	20861	22715
2633	20869	22707
2634	20875	22697
2635	20884	22690
2636	20892	22682
2637	20900	22675
2638	20908	22667
2639	20913	22656
2640	20922	22649
2641	20930	22642
2642	20938	22634
2643	20944	22623
2644	20949	22613
2645	20958	22605
2646	20966	22597
2647	20974	22590
2648	20981	22581
2649	20987	22571
2650	20995	22563
2651	21003	22555
2652	21012	22548
2653	21017	22538
2654	21025	22530
2655	21031	22520
2656	21037	22510
2657	21042	22499
2658	21047	22488
2659	21052	22477
2660	21057	22465
2661	21061	22454
2662	21067	22443
2663	21072	22432
2664	21080	22424
2665	21084	22413
2666	21089	22402
2667	21097	22394
2668	21102	22383
2669	21110	22375
2670	21116	22365
2671	21125	22358
2672	21133	22351
2673	21141	22343
2674	21147	22332
2675	21151	22321
2676	21158	22312
2677	21166	22304
2678	21175	22297
2679	21183	22289
2680	21191	22282
2681	21200	22275
2682	21205	22264
2683	21210	22253
2684	21220	22247
2685	21228	22240
2686	21234	22229
2687	21240	22220
2688	21248	22212
2689	21253	22201
2690	21261	22194
2691	21266	22183
2692	21274	22175
2693	21283	22167
2694	21288	22157
2695	21293	22146
2696	21301	22138
2697	21309	22131
2698	21318	22124
2699	21326	22116
2700	21335	22109
2701	21343	22101
2702	21352	22095
2703	21361	22087
2704	21370	22081
2705	21379	22074
2706	21385	22064
2707	21393	22057
2708	21402	22049
2709	21410	22042
2710	21419	22035
2711	21427	22027
2712	21435	22020
2713	21440	22009
2714	21449	22002
2715	21457	21994
2716	21461	21983
2717	21470	21976
2718	21477	21967
2719	21486	21960
2720	21494	21952
2721	21499	21941
2722	21505	21932
2723	21513	21924
2724	21521	21916
2725	21530	21909
2726	21538	21902
2727	21547	21894
2728	21553	21884
2729	21561	21877
2730	21569	21870
2731	21578	21862
2732	21586	21854
2733	21595	21848
2734	21601	21838
2735	21606	21827
2736	21614	21819
2737	21622	21812
2738	21627	21801
2739	21636	21793
2740	21643	21785
2741	21652	21778
2742	21660	21771
2743	21669	21763
2744	21676	21755
2745	21685	21748
2746	21690	21738
2747	21698	21730
2748	21704	21720
2749	21712	21712
2750	21722	21706
2751	21728	21696
2752	21736	21688
2753	21744	21681
2754	21749	21670
2755	21757	21662
2756	21765	21654
2757	21773	21647
2758	21782	21640
2759	21789	21631
2760	21797	21623
2761	21805	21616
2762	21813	21608
2763	21818	21597
2764	21826	21590
2765	21834	21582
2766	21843	21575
2767	21848	21564
2768	21853	21553
2769	21858	21542
2770	21864	21532
2771	21869	21522
2772	21874	21511
2773	21879	21500
2774	21887	21493
2775	21891	21481
2776	21900	21475
2777	21909	21467
2778	21917	21459
2779	21921	21448
2780	21926	21437
2781	21932	21427
2782	21937	21417
2783	21944	21408
2784	21949	21397
2785	21957	21390
2786	21962	21379
2787	21971	21372
2788	21976	21361
2789	21981	21351
2790	21990	21344
2791	21998	21336
2792	22004	21326
2793	22008	21315
2794	22017	21308
2795	22026	21301
2796	22033	21292
2797	22041	21284
2798	22049	21277
2799	22055	21267
2800	22063	21259
2801	22071	21252
2802	22079	21244
2803	22084	21234
2804	22091	21224
2805	22102	21219
2806	22112	21214
2807	22120	21206
2808	22129	21199
2809	22137	21192
2810	22145	21184
2811	22154	21177
2812	22162	21169
2813	22167	21159
2814	22176	21151
2815	22181	21141
2816	22189	21133
2817	22194	21122
2818	22202	21115
2819	22210	21107
2820	22218	21099
2821	22222	21088
2822	22230	21081
2823	22239	21073
2824	22247	21066
2825	22255	21058
2826	22263	21050
2827	22268	21040
2828	22277	21032
2829	22283	21023
2830	22291	21016
2831	22300	21009
2832	22308	21001
2833	22313	20990
2834	22318	20980
2835	22324	20970
2836	22329	20960
2837	22338	20953
2838	22343	20942
2839	22351	20935
2840	22359	20927
2841	22365	20917
2842	22373	20909
2843	22378	20899
2844	22387	20892
2845	22396	20885
2846	22401	20874
2847	22405	20863
2848	22414	20856
2849	22420	20847
2850	22426	20837
2851	22432	20827
2852	22439	20819
2853	22448	20812
2854	22456	20804
2855	22464	20797
2856	22472	20789
2857	22478	20779
2858	22484	20769
2859	22492	20761
2860	22497	20751
2861	22504	20743
2862	22514	20736
2863	22522	20729
2864	22530	20721
2865	22536	20711
2866	22541	20702
2867	22549	20694
2868	22558	20686
2869	22566	20679
2870	22574	20672
2871	22583	20664
2872	22590	20655
2873	22595	20645
2874	22603	20638
2875	22611	20630
2876	22620	20623
2877	22628	20615
2878	22637	20608
2879	22642	20598
2880	22650	20590
2881	22658	20583
2882	22665	20573
2883	22676	20569
2884	22688	20565
2885	22700	20561
2886	22706	20551
2887	22713	20542
2888	22722	20536
2889	22729	20527
2890	22738	20520
2891	22747	20513
2892	22754	20504
2893	22762	20497
2894	22771	20490
2895	22781	20484
2896	22790	20477
2897	22799	20471
2898	22808	20464
2899	22815	20455
2900	22823	20447
2901	22830	20438
2902	22836	20429
2903	22845	20422
2904	22851	20412
2905	22857	20403
2906	22863	20393
2907	22871	20386
2908	22881	20379
2909	22890	20373
2910	22896	20363
2911	22905	20357
2912	22911	20347
2913	22921	20341
2914	22930	20334
2915	22939	20327
2916	22945	20317
2917	22953	20310
2918	22963	20304
2919	22969	20294
2920	22978	20288
2921	22987	20281
2922	22996	20274
2923	23002	20265
2924	23012	20258
2925	23017	20248
2926	23025	20240
2927	23034	20234
2928	23043	20227
2929	23052	20220
2930	23061	20212
2931	23069	20205
2932	23074	20195
2933	23080	20185
2934	23089	20178
2935	23094	20168
2936	23100	20158
2937	23105	20148
2938	23112	20139
2939	23120	20132
2940	23125	20122
2941	23133	20114
2942	23141	20106
2943	23150	20099
2944	23156	20089
2945	23161	20079
2946	23169	20072
2947	23178	20065
2948	23186	20057
2949	23195	20050
2950	23203	20042
2951	23211	20034
2952	23220	20027
2953	23227	20019
2954	23232	20009
2955	23240	20001
2956	23246	19991
2957	23254	19984
2958	23259	19973
2959	23267	19966
2960	23273	19956
2961	23281	19948
2962	23289	19940
2963	23296	19932
2964	23305	19925
2965	23313	19917
2966	23321	19910
2967	23329	19902
2968	23337	19894
2969	23343	19885
2970	23351	19877
2971	23360	19870
2972	23365	19860
2973	23370	19850
2974	23378	19842
2975	23383	19831
2976	23391	19824
2977	23399	19816
2978	23407	19808
2979	23412	19798
2980	23421	19791
2981	23427	19782
2982	23436	19775
2983	23444	19767
2984	23452	19760
2985	23461	19752
2986	23469	19745
2987	23477	19737
2988	23486	19730
2989	23493	19722
2990	23502	19714
2991	23510	19707
2992	23518	19699
2993	23526	19691
2994	23534	19684
2995	23540	19674
2996	23548	19667
2997	23556	19659
2998	23564	19651
2999	23572	19643
3000	23578	19634
3001	23588	19628
3002	23596	19620
3003	23606	19614
3004	23614	19606
3005	23622	19599
3006	23628	19589
3007	23633	19579
3008	23639	19569
3009	23645	19560
3010	23650	19550
3011	23655	19539
3012	23660	19530
3013	23668	19522
3014	23677	19515
3015	23685	19507
3016	23690	19497
3017	23696	19487
3018	23704	19480
3019	23712	19472
3020	23717	19462
3021	23726	19455
3022	23735	19448
3023	23740	19438
3024	23745	19428
3025	23751	19418
3026	23759	19411
3027	23768	19403
3028	23773	19393
3029	23778	19383
3030	23784	19374
3031	23789	19364
3032	23794	19354
3033	23800	19344
3034	23807	19336
3035	23816	19329
3036	23821	19319
3037	23826	19309
3038	23835	19301
3039	23840	19291
3040	23847	19283
3041	23852	19273
3042	23861	19266
3043	23869	19258
3044	23877	19250
3045	23885	19243
3046	23893	19235
3047	23901	19228
3048	23910	19220
3049	23918	19213
3050	23924	19203
3051	23929	19193
3052	23938	19186
3053	23946	19179
3054	23954	19171
3055	23963	19164
3056	23972	19157
3057	23980	19149
3058	23988	19142
3059	23997	19135
3060	24003	19125
3061	24011	19118
3062	24019	19110
3063	24027	19102
3064	24035	19095
3065	24043	19087
3066	24051	19079
3067	24059	19072
3068	24068	19064
3069	24074	19055
3070	24082	19048
3071	24088	19038
3072	24096	19030
3073	24101	19021
3074	24109	19013
3075	24117	19005
3076	24122	18995
3077	24127	18985
3078	24136	18978
3079	24141	18968
3080	24149	18960
3081	24156	18952
3082	24162	18942
3083	24169	18934
3084	24174	18924
3085	24179	18914
3086	24188	18906
3087	24193	18897
3088	24201	18889
3089	24209	18882
3090	24217	18874
3091	24223	18865
3092	24228	18854
3093	24233	18844
3094	24241	18837
3095	24248	18828
3096	24257	18821
3097	24264	18813
3098	24273	18806
3099	24281	18798
3100	24289	18790
3101	24297	18783
3102	24305	18775
3103	24313	18768
3104	24319	18758
3105	24324	18748
3106	24329	18738
3107	24335	18729
3108	24343	18721
3109	24352	18714
3110	24359	18705
3111	24367	18698
3112	24375	18690
3113	24383	18683
3114	24391	18675
3115	24399	18667
3116	24407	18659
3117	24412	18649
3118	24417	18639
3119	24422	18630
3120	24430	18622
3121	24436	18612
3122	24441	18603
3123	24450	18596
3124	24458	18588
3125	24464	18579
3126	24472	18571
3127	24480	18563
3128	24488	18556
3129	24494	18546
3130	24502	18539
3131	24509	18530
3132	24513	18520
3133	24519	18511
3134	24526	18502
3135	24534	18494
3136	24542	18486
3137	24547	18477
3138	24555	18469
3139	24561	18460
3140	24568	18451
3141	24575	18443
3142	24583	18435
3143	24592	18428
3144	24599	18420
3145	24606	18412
3146	24615	18404
3147	24620	18395
3148	24626	18385
3149	24630	18375
3150	24638	18367
3151	24644	18358
3152	24649	18348
3153	24657	18340
3154	24665	18333
3155	24671	18323
3156	24679	18315
3157	24687	18308
3158	24695	18300
3159	24700	18290
3160	24707	18282
3161	24712	18272
3162	24721	18265
3163	24726	18255
3164	24733	18247
3165	24741	18239
3166	24749	18231
3167	24754	18222
3168	24760	18212
3169	24768	18205
3170	24776	18197
3171	24784	18190
3172	24790	18180
3173	24798	18173
3174	24806	18165
3175	24812	18156
3176	24820	18148
3177	24826	18139
3178	24831	18129
3179	24835	18119
3180	24840	18109
3181	24845	18099
3182	24850	18089
3183	24858	18082
3184	24866	18074
3185	24872	18064
3186	24880	18057
3187	24888	18049
3188	24896	18042
3189	24905	18034
3190	24913	18027
3191	24918	18017
3192	24925	18009
3193	24934	18002
3194	24940	17992
3195	24946	17983
3196	24955	17976
3197	24963	17969
3198	24971	17961
3199	24979	17954
3200	24988	17946
3201	24994	17937
3202	25002	17930
3203	25011	17923
3204	25020	17916
3205	25029	17909
3206	25036	17901
3207	25045	17893
3208	25053	17886
3209	25062	17879
3210	25070	17871
3211	25078	17864
3212	25086	17856
3213	25094	17849
3214	25102	17841
3215	25111	17834
3216	25119	17826
3217	25128	17819
3218	25136	17811
3219	25144	17804
3220	25153	17797
3221	25161	17789
3222	25170	17782
3223	25178	17775
3224	25187	17767
3225	25196	17761
3226	25206	17754
