iter	RMSE
524	34479700.16
525	34474571.19
526	34461641.95
527	34450854.79
528	34443177.54
529	34443110.59
530	34442512.99
531	34433890.15
532	34433585.07
533	34433583.83
534	34418018.92
535	34415649.08
536	34414094.33
537	34408407.03
538	34406727.84
539	34406725.36
540	34405733.69
541	34405482.98
542	34404522.3
543	34398569.01
544	34387131.22
545	34375702.05
546	34375659.81
547	34375429.99
548	34372544.13
549	34356088.97
550	34335444.87
551	34335365.28
552	34330604.07
553	34329198.47
554	34329025.57
555	34328987.01
556	34295628.55
557	34290702.42
558	34277306.42
559	34269499.33
560	34269461.94
561	34268052.59
562	34250770.5
563	34250634.6
564	34249708.23
565	34249670.83
566	34247902.81
567	34240988.2
568	34227565.25
569	34211936.56
570	34211736.85
571	34211643.24
572	34211431.05
573	34197593.17
574	34184681.59
575	34183289.98
576	34183047.63
577	34180955.09
578	34180778.93
579	34179966.86
580	34174096.91
581	34164121.41
582	34163440.19
583	34152209.99
584	34140735.95
585	34140727.19
586	34140399.48
587	34139228.72
588	34138850.96
589	34138853.46
590	34136060.19
591	34134224.98
592	34109560.85
593	34109518.29
594	34103016.38
595	34078382.3
596	34074703.07
597	34074050.14
598	34074010.04
599	34046877.94
600	34046407.6
601	34045998.71
602	34032825.1
603	34032756.08
604	34032338.25
605	34031195.13
606	34031162.51
607	34026524.4
608	34026474.2
609	34026472.94
610	34026398.9
611	34026383.84
612	34026381.33
613	34026088.91
614	34016041.14
615	33998534.24
616	33997897.43
617	33997177.71
618	33992735.96
619	33992655.56
620	33992617.87
621	33986130.04
622	33986058.42
623	33985932.78
624	33985877.49
625	33967414.69
626	33967366.92
627	33967268.86
628	33966754.67
629	33965043.58
630	33964095.6
631	33963935.92
632	33963904.49
633	33954550.15
634	33923473.34
635	33923433.05
636	33923426.76
637	33894860.12
638	33894838.7
639	33888809.73
640	33862596.11
641	33860316.04
642	33855655.79
643	33823890.95
644	33823851.81
645	33823851.81
646	33823835.4
647	33823834.14
648	33814783.28
649	33778918.43
650	33778250.94
651	33777067.62
652	33777053.71
653	33767817.07
654	33767002.66
655	33766104.76
656	33766078.2
657	33720005.35
658	33719450.66
659	33718927.63
660	33718901.04
661	33718901.04
662	33718888.37
663	33708921.32
664	33708148.55
665	33708143.49
666	33708072.54
667	33699451.85
668	33699429.04
669	33699408.77
670	33691010.2
671	33691005.13
672	33690984.85
673	33690912.6
674	33690866.97
675	33690074.78
676	33682622.22
677	33677406.09
678	33677404.82
679	33677231.1
680	33672586.09
681	33644960.21
682	33643185.79
683	33634307.24
684	33634260.27
685	33634220.91
686	33634177.74
687	33634039.35
688	33631271.44
689	33628452.51
690	33628434.74
691	33617880.69
692	33617874.34
693	33598936.07
694	33598910.65
695	33588863.5
696	33588845.7
697	33588839.34
698	33588820.27
699	33588497.35
700	33588497.35
701	33588478.28
702	33588478.28
703	33567504.58
704	33567416.8
705	33561929.57
706	33559739.77
707	33551624.43
708	33551385.16
709	33551352.06
710	33550471.3
711	33536421.82
712	33536409.09
713	33536322.5
714	33536197.71
715	33536197.71
716	33533826.68
717	33533811.4
718	33533433.19
719	33532581.25
720	33532562.15
721	33521352.44
722	33511450.24
723	33511451.51
724	33511446.42
725	33503028.77
726	33502984.16
727	33498713.99
728	33479678.98
729	33478738.93
730	33478732.55
731	33478296.32
732	33478255.51
733	33477738.91
734	33477701.92
735	33477676.41
736	33466602.71
737	33466283.71
738	33466254.37
739	33463689.52
740	33453323.48
741	33452358.44
742	33452338.02
743	33451254.23
744	33451244.01
745	33451244.01
746	33451240.18
747	33441554.73
748	33441442.36
749	33433703.2
750	33424632.3
751	33424521.15
752	33424493.04
753	33421941.6
754	33421732.06
755	33421669.45
756	33412604.23
757	33412546.72
758	33412495.6
759	33404850.71
760	33404841.76
761	33404840.49
762	33404834.09
763	33404809.81
764	33401282.67
765	33399941.52
766	33399903.17
767	33399528.55
768	33399279.24
769	33399116.86
770	33391598.08
771	33388368.83
772	33388341.97
773	33374684.86
774	33373326
775	33372971.57
776	33371741.89
777	33369561.36
778	33369406.52
779	33369396.28
780	33367644.32
781	33352074.89
782	33351415.5
783	33350712.56
784	33350634.45
785	33350633.17
786	33346010.54
787	33324271.72
788	33324253.78
789	33324244.81
790	33324246.09
791	33323233.74
792	33300129.76
793	33258299.79
794	33258294.66
795	33249154.07
796	33249112.97
797	33248894.64
798	33248867.67
799	33248859.96
800	33246363.11
801	33246259.07
802	33246253.93
803	33246223.11
804	33235725
805	33201206.38
806	33200357.49
807	33200356.21
808	33200308.62
809	33200302.19
810	33200294.47
811	33150240.89
812	33149402.28
813	33149397.13
814	33143045.73
815	33142977.45
816	33142972.29
817	33135497.2
818	33134070.54
819	33130214.26
820	33129890.74
821	33129888.16
822	33129822.42
823	33128813.16
824	33128813.16
825	33128730.66
826	33127263.75
827	33127262.46
828	33127256.02
829	33127234.1
830	33127210.9
831	33106824.67
832	33095705.59
833	33088605.7
834	33079835.19
835	33079722.88
836	33076229.51
837	33076123.64
838	33075926.11
839	33075336.09
840	33072564.04
841	33072507.22
842	33066837.13
843	33066810.01
844	33062524.84
845	33059278.95
846	33059268.61
847	33059241.49
848	33053250.02
849	33035841.72
850	33035806.81
851	33035525.02
852	33034110.85
853	33034110.85
854	33033734.68
855	33031990.77
856	33031680.51
857	33031676.63
858	33031606.82
859	33031562.86
860	33031537.01
861	33028713.44
862	33023421.18
863	33023201.35
864	33003195.97
865	33002376.92
866	32989766.45
867	32969138.51
868	32969060.79
869	32954442.08
870	32954434.31
871	32953751.41
872	32953746.22
873	32951714.28
874	32951715.58
875	32951715.58
876	32951666.33
877	32950441.66
878	32918282.02
879	32918272.94
880	32918265.15
881	32916465.83
882	32916465.83
883	32916406.16
884	32904593.32
885	32904497.29
886	32902119.67
887	32902115.78
888	32890334.16
889	32890332.87
890	32889927.78
891	32885111.83
892	32885111.83
893	32879597.75
894	32879592.55
895	32879560.08
896	32878522.35
897	32878517.16
898	32878514.56
899	32837946.02
900	32837940.82
901	32830518.54
902	32828173.28
903	32824791.03
904	32824651.83
905	32824618.01
906	32824619.31
907	32824619.31
908	32812549.59
909	32812533.97
910	32807417.7
911	32804179.11
912	32804175.21
913	32800073.14
914	32788967.26
915	32787528.12
916	32787526.82
917	32786703.69
918	32782613.76
919	32782613.76
920	32781971.57
921	32781269.45
922	32777418.56
923	32777401.63
924	32777385.99
925	32777376.87
926	32777371.66
927	32777357.33
928	32777353.42
929	32777030.32
930	32776946.94
931	32776847.93
932	32773479.93
933	32773148.97
934	32770115.49
935	32769995.61
936	32769979.97
937	32769707.62
938	32758654.01
939	32758652.71
940	32753144.71
941	32739445.67
942	32739371.32
943	32739371.32
944	32738880.89
945	32738870.46
946	32738870.46
947	32736612.56
948	32735391.58
949	32735381.15
950	32735369.41
951	32735352.45
952	32723608.67
953	32723606.06
954	32723604.75
955	32723604.75
956	32723034.48
957	32722171.88
958	32722173.19
959	32706889.24
960	32705268.93
961	32705057.4
962	32696709.04
963	32696699.9
964	32695935.86
965	32695930.64
966	32689680.55
967	32689674.02
968	32689117.53
969	32688841.89
970	32688376.83
971	32685436.08
972	32685406.03
973	32684466.66
974	32684445.75
975	32684445.75
976	32684180.53
977	32684180.53
978	32682821.71
979	32682816.48
980	32682122.68
981	32682120.07
982	32682112.23
983	32682108.31
984	32682066.5
985	32682066.5
986	32682065.19
987	32661712.28
988	32661710.98
989	32661710.98
990	32649506.48
991	32649477.71
992	32649165.11
993	32648907.45
994	32646381.72
995	32643861.03
996	32643548.38
997	32643027.73
998	32642433.82
999	32641177.92
1000	32641180.54
1001	32641158.3
1002	32632561.96
1003	32632501.77
1004	32632501.77
1005	32632428.48
1006	32632427.18
1007	32632331.65
1008	32615759.21
1009	32615739.57
1010	32615551.03
1011	32615548.41
1012	32614427.65
1013	32614219.47
1014	32586531.08
1015	32586527.15
1016	32585662.25
1017	32585510.23
1018	32585499.75
1019	32584958.51
1020	32584955.89
1021	32577811.54
1022	32570128.07
1023	32570130.69
1024	32569957.63
1025	32569952.38
1026	32569172.26
1027	32568823.5
1028	32568633.38
1029	32568428.84
1030	32557354.11
1031	32557335.75
1032	32548992.79
1033	32548990.16
1034	32548975.73
1035	32548966.55
1036	32548962.61
1037	32513390.48
1038	32513049
1039	32512999.09
1040	32512978.08
1041	32509530.2
1042	32509527.57
1043	32509523.63
1044	32509517.06
1045	32509358.12
1046	32496845.43
1047	32496444.64
1048	32494642.99
1049	32494624.59
1050	32487954.6
1051	32487761.38
1052	32487695.66
1053	32481607.96
1054	32481600.07
1055	32481601.39
1056	32478908.82
1057	32478903.56
1058	32478230.38
1059	32478227.75
1060	32478225.12
1061	32478222.49
1062	32478221.18
1063	32475264.03
1064	32472978.59
1065	32472890.49
1066	32472672.19
1067	32472662.99
1068	32472632.74
1069	32467106.47
1070	32467092.01
1071	32463544.54
1072	32463393.27
1073	32458949.5
1074	32458945.55
1075	32458945.55
1076	32458032.52
1077	32458021.99
1078	32457970.68
1079	32452532.71
1080	32452372.18
1081	32451839.25
1082	32451830.04
1083	32451714.24
1084	32451711.61
1085	32451708.98
1086	32450731.26
1087	32450732.58
1088	32450160.14
1089	32449012.61
1090	32441915.98
1091	32437215.19
1092	32437213.87
1093	32437212.56
1094	32435557.7
1095	32434994.22
1096	32434994.22
1097	32434992.9
1098	32433880.39
1099	32433877.75
1100	32433872.49
1101	32433873.8
1102	32433855.37
1103	32433706.59
1104	32429074.4
1105	32429065.18
1106	32428679.36
1107	32428117.07
1108	32428114.43
1109	32428114.43
1110	32427541.6
1111	32427438.89
1112	32420844.64
1113	32419465.56
1114	32414866.9
1115	32414865.59
1116	32414849.78
1117	32412384.86
1118	32412386.18
1119	32412375.64
1120	32412373
1121	32412370.37
1122	32412341.38
1123	32412341.38
1124	32412195.14
1125	32394607.12
1126	32394584.71
1127	32394578.12
1128	32393462.9
1129	32390397.82
1130	32390396.5
1131	32390395.18
1132	32389571.18
1133	32389150.61
1134	32388973.94
1135	32388972.62
1136	32388828.91
1137	32388747.16
1138	32384074.26
1139	32383996.46
1140	32383996.46
1141	32383935.8
1142	32383796.02
1143	32383699.76
1144	32383673.39
1145	32372213.59
1146	32372212.27
1147	32363855.9
1148	32359201.83
1149	32359172.8
1150	32359160.92
1151	32359158.28
1152	32344803.89
1153	32337413.68
1154	32337409.72
1155	32337409.72
1156	32337407.08
1157	32336613.42
1158	32335115.86
1159	32330622.76
1160	32330618.8
1161	32330036.31
1162	32319203.61
1163	32319193.04
1164	32319194.36
1165	32319187.76
1166	32319186.43
1167	32319186.43
1168	32317985.37
1169	32317755.45
1170	32317751.49
1171	32277670.16
1172	32277670.16
1173	32271446.25
1174	32271444.92
1175	32271422.43
1176	32270826.96
1177	32270826.96
1178	32265721.41
1179	32265197.31
1180	32265197.31
1181	32261591.91
1182	32261578.68
1183	32261578.68
1184	32245341.44
1185	32244333.62
1186	32244186.62
1187	32244172.05
1188	32244085.97
1189	32243670.12
1190	32243637.01
1191	32243544.3
1192	32243541.65
1193	32228687.92
1194	32228687.92
1195	32228686.6
1196	32228681.3
1197	32228287.77
1198	32214730.07
1199	32214719.47
1200	32213152.61
1201	32213152.61
1202	32213134.05
1203	32212977.62
1204	32212928.58
1205	32212927.25
1206	32212908.69
1207	32212904.71
1208	32212898.09
1209	32212870.25
1210	32212672.73
1211	32212666.1
1212	32212664.77
1213	32212658.14
1214	32212658.14
1215	32211999.29
1216	32211996.64
1217	32211552.53
1218	32211551.2
1219	32211551.2
1220	32211551.2
1221	32211544.58
1222	32211531.32
1223	32211528.67
1224	32211500.83
1225	32211499.5
1226	32211494.2
1227	32211494.2
1228	32210354.08
1229	32210229.46
1230	32203822.78
1231	32203820.13
1232	32203818.8
1233	32203235.35
1234	32203235.35
1235	32203211.48
1236	32203210.16
1237	32203208.83
1238	32199032.85
1239	32199031.53
1240	32198784.85
1241	32191988.56
1242	32191948.77
1243	32190493.56
1244	32190371.51
1245	32190371.51
1246	32190294.57
1247	32190290.59
1248	32190285.29
1249	32190274.67
1250	32190272.02
1251	32190260.08
1252	32188000.85
1253	32180719.27
1254	32178949.04
1255	32177333.99
1256	32177332.66
1257	32177322.05
1258	32177250.38
1259	32177245.08
1260	32174772.57
1261	32174765.94
1262	32174277.52
1263	32174252.3
1264	32174239.03
1265	32173790.42
1266	32172378.19
1267	32171950.79
1268	32171949.46
1269	32171950.79
1270	32171942.83
1271	32171940.17
1272	32171938.85
1273	32171937.52
1274	32171880.44
1275	32165702.44
1276	32156747.94
1277	32156737.32
1278	32156607.18
1279	32152199.37
1280	32131385.9
1281	32131155.98
1282	32130720.06
1283	32128911.2
1284	32127030.46
1285	32125153.59
1286	32125146.94
1287	32123994.45
1288	32123970.52
1289	32123958.56
1290	32123834.93
1291	32123832.28
1292	32123708.65
1293	32123352.39
1294	32123219.45
1295	32122746.2
1296	32122743.55
1297	32122694.36
1298	32120678.98
1299	32096670.8
1300	32096544.4
1301	32096544.4
1302	32092152.29
1303	32091966
1304	32091854.23
1305	32086199.83
1306	32086119.98
1307	32086086.71
1308	32085266.87
1309	32085237.59
1310	32084288.63
1311	32084284.64
1312	32079265.21
1313	32079253.23
1314	32079223.94
1315	32079198.65
1316	32066239.78
1317	32066219.8
1318	32066210.48
1319	32065335.54
1320	32065330.21
1321	32064776.2
1322	32064624.38
1323	32064621.71
1324	32064596.41
1325	32064596.41
1326	32064595.08
1327	32064415.29
1328	32064408.63
1329	32064374
1330	32064370.01
1331	32060779.32
1332	32060776.66
1333	32060759.34
1334	32060756.68
1335	32060739.36
1336	32060603.5
1337	32060600.84
1338	32060558.22
1339	32060369.08
1340	32026157.02
1341	32026154.35
1342	32026139.68
1343	32025641
1344	32024892.95
1345	32024879.62
1346	32024768.94
1347	32024763.61
1348	32024763.61
1349	32024722.27
1350	32023399.48
1351	32022852.75
1352	32022851.41
1353	32017294.2
1354	32017266.19
1355	32017002.11
1356	32012436.34
1357	32010092.51
1358	32009501.53
1359	32009490.86
1360	32004785.26
1361	32004729.22
1362	31977413.16
1363	31977296.98
1364	31973552.27
1365	31973534.91
1366	31973536.24
1367	31973460.11
1368	31973458.78
1369	31965489.77
1370	31961548.62
1371	31961529.91
1372	31961326.83
1373	31961328.16
1374	31961325.49
1375	31961316.14
1376	31961134.43
1377	31961129.09
1378	31961121.07
1379	31961089.01
1380	31956084.97
1381	31955908.58
1382	31954749.98
1383	31954590.95
1384	31954220.78
1385	31953892.03
1386	31953888.02
1387	31951819.23
1388	31951811.21
1389	31927009.97
1390	31926936.41
1391	31913720.35
1392	31913717.67
1393	31877021.41
1394	31864663.78
1395	31864663.78
1396	31864634.3
1397	31864607.5
1398	31863598.36
1399	31855546.91
1400	31855513.4
1401	31855510.72
1402	31855505.36
1403	31855087.11
1404	31855084.43
1405	31855083.09
1406	31855080.41
1407	31855079.07
1408	31855071.03
1409	31855056.28
1410	31855049.58
1411	31855050.92
1412	31849333.02
1413	31848929.45
1414	31848921.4
1415	31848460.17
1416	31848453.46
1417	31847565.83
1418	31847565.83
1419	31847388.84
1420	31808935.32
1421	31808882.96
1422	31808535.26
1423	31808529.89
1424	31807650.54
1425	31807653.23
1426	31800194.59
1427	31790012.83
1428	31789920.15
1429	31787911.88
1430	31787534.39
1431	31787229.44
1432	31787211.98
1433	31787195.86
1434	31787174.36
1435	31787166.3
1436	31787097.79
1437	31786959.42
1438	31781209.12
1439	31781199.71
1440	31781197.03
1441	31778521.71
1442	31778512.3
1443	31778352.39
1444	31778312.08
1445	31778247.58
1446	31776520.78
1447	31774082.95
1448	31773991.56
1449	31773991.56
1450	31773966.03
1451	31769187.9
1452	31769126.07
1453	31769124.73
1454	31768713.41
1455	31768558.83
1456	31767424.32
1457	31767099.01
1458	31761408.31
1459	31761260.42
1460	31761207.98
1461	31761201.26
1462	31761170.34
1463	31761168.99
1464	31761164.96
1465	31761164.96
1466	31761164.96
1467	31761160.92
1468	31761068.15
1469	31758419.38
1470	31758418.03
1471	31756847.48
1472	31756774.87
1473	31756766.8
1474	31751477.72
1475	31751417.2
1476	31751414.51
1477	31751414.51
1478	31717371.38
1479	31715626.46
1480	31715250.8
1481	31714951.89
1482	31712656.1
1483	31712198.27
1484	31712198.27
1485	31712190.19
1486	31712191.54
1487	31711542.48
1488	31710109.67
1489	31710092.16
1490	31710090.81
1491	31708125.97
1492	31708088.26
1493	31708053.25
1494	31708046.51
1495	31707882.21
1496	31705782.55
1497	31705724.63
1498	31693542.74
1499	31693355.46
1500	31686958.83
1501	31686954.79
1502	31686906.27
1503	31686887.4
1504	31686806.55
1505	31686786.33
1506	31686690.65
1507	31676376.7
1508	31664930.64
1509	31664856.47
1510	31664315.68
1511	31662459.94
1512	31662427.57
1513	31658187.01
1514	31648215.93
1515	31648215.93
1516	31648214.58
1517	31648157.91
1518	31648126.88
1519	31648125.53
1520	31648090.45
1521	31647893.45
1522	31643125.98
1523	31641263.6
1524	31639005.65
1525	31638913.87
1526	31638911.17
1527	31594776.49
1528	31594775.14
1529	31584639.38
1530	31584340.59
1531	31584285.15
1532	31549298.31
1533	31549276.65
1534	31545657.11
1535	31545653.05
1536	31545593.49
1537	31545593.49
1538	31545496.03
1539	31543259.65
1540	31538602.29
1541	31538598.22
1542	31526415.42
1543	31526366.66
1544	31526357.18
1545	31525911.54
1546	31525911.54
1547	31525881.74
1548	31525880.38
1549	31525392.75
1550	31524279.29
1551	31515988.04
1552	31515982.62
1553	31515983.98
1554	31515943.33
1555	31510752.06
1556	31508129.67
1557	31508124.25
1558	31508116.12
1559	31508116.12
1560	31508071.39
1561	31508048.35
1562	31508048.35
1563	31508013.12
1564	31507916.89
1565	31507525.2
1566	31507434.4
1567	31507405.94
1568	31499405.79
1569	31499386.81
1570	31498948.92
1571	31479815.69
1572	31463101.72
1573	31454678.95
1574	31454676.24
1575	31454654.51
1576	31454654.51
1577	31454596.14
1578	31434618.12
1579	31434619.48
1580	31434475.48
1581	31434456.46
1582	31434455.11
1583	31434452.39
1584	31434395.33
1585	31434392.62
1586	31434393.97
1587	31434392.62
1588	31434006.81
1589	31433854.66
1590	31433853.3
1591	31433784.01
1592	31429761.24
1593	31429755.8
1594	31422131.36
1595	31422130
1596	31422101.46
1597	31422072.92
1598	31422071.56
1599	31418490.37
1600	31417969.81
1601	31417969.81
1602	31417968.45
1603	31417945.35
1604	31417938.55
1605	31417912.73
1606	31417912.73
1607	31417836.61
1608	31414906.06
1609	31414904.7
1610	31414901.98
1611	31414895.19
1612	31408515.27
1613	31408443.21
1614	31408437.77
1615	31408437.77
1616	31403628.51
1617	31403625.79
1618	31401936.87
1619	31401925.99
1620	31397719.6
1621	31390850.54
1622	31390725.39
1623	31378779.13
1624	31378704.28
1625	31378693.39
1626	31378692.03
1627	31378693.39
1628	31378690.67
1629	31378668.89
1630	31375925.23
1631	31375922.51
1632	31375896.65
1633	31375839.48
1634	31375835.4
1635	31375812.26
1636	31375805.46
1637	31326385
1638	31326096.01
1639	31326021.03
1640	31326018.31
1641	31326015.58
1642	31320167.02
1643	31320160.2
1644	31320160.2
1645	31320158.84
1646	31319834.34
1647	31319817.98
1648	31319816.62
1649	31319764.81
1650	31311441.23
1651	31311442.59
1652	31310940.71
1653	31294435.38
1654	31294431.28
1655	31294429.92
1656	31291531.48
1657	31291513.74
1658	31291511.01
1659	31287480.86
1660	31287478.13
1661	31287429
1662	31287377.13
1663	31287375.77
1664	31285821.16
1665	31285357.08
1666	31285357.08
1667	31285335.24
