iter	RMSE
1668	31285332.51
1669	31268999.39
1670	31266235.18
1671	31266235.18
1672	31266083.58
1673	31265953.83
1674	31265947
1675	31265750.32
1676	31265733.93
1677	31265732.57
1678	31262966.7
1679	31262968.06
1680	31262462.67
1681	31262405.3
1682	31262386.17
1683	31255861.72
1684	31255833.03
1685	31255772.92
1686	31255527
1687	31255527
1688	31254675.81
1689	31254677.18
1690	31254678.54
1691	31254652.58
1692	31254644.39
1693	31251716.3
1694	31251702.63
1695	31251699.9
1696	31251682.14
1697	31251667.11
1698	31251649.34
1699	31246073.86
1700	31246031.5
1701	31246028.76
1702	31245974.1
1703	31236686.22
1704	31236489.36
1705	31235952.1
1706	31235948
1707	31235926.12
1708	31224168.17
1709	31222684.27
1710	31218000.96
1711	31217809.46
1712	31217808.09
1713	31217663.09
1714	31216884.75
1715	31200763.52
1716	31200732.05
1717	31200729.31
1718	31200314.6
1719	31200279.02
1720	31200276.28
1721	31194835.36
1722	31194831.25
1723	31194825.77
1724	31194784.71
1725	31192089.21
1726	31192007.07
1727	31191972.84
1728	31190538.06
1729	31189811.07
1730	31179106.77
1731	31179108.14
1732	31179020.48
1733	31178910.91
1734	31178531.53
1735	31178530.16
1736	31178526.05
1737	31178495.92
1738	31178493.18
1739	31178467.16
1740	31178468.53
1741	31178463.05
1742	31177943.96
1743	31177943.96
1744	31174866.21
1745	31172323.79
1746	31172186.8
1747	31172186.8
1748	31163446.98
1749	31162320.58
1750	31162321.95
1751	31158887.71
1752	31158886.33
1753	31158569.75
1754	31157739.22
1755	31157736.48
1756	31157615.87
1757	31154492.25
1758	31154493.62
1759	31154298.98
1760	31154298.98
1761	31153974.13
1762	31153972.76
1763	31153971.39
1764	31153546.47
1765	31153546.47
1766	31153540.98
1767	31153428.58
1768	31153421.73
1769	31153409.39
1770	31153408.02
1771	31153095.5
1772	31152732.25
1773	31152728.14
1774	31152707.57
1775	31152371.74
1776	31152370.37
1777	31152351.18
1778	31152275.78
1779	31152163.38
1780	31152044.12
1781	31152044.12
1782	31152030.41
1783	31152023.56
1784	31152023.56
1785	31151347.75
1786	31150676.05
1787	31150676.05
1788	31149598.54
1789	31149139.29
1790	31149099.53
1791	31149089.94
1792	31149089.94
1793	31149089.94
1794	31149011.79
1795	31148992.6
1796	31148939.13
1797	31148937.76
1798	31148925.43
1799	31148852.77
1800	31148834.94
1801	31148829.46
1802	31148802.04
1803	31148782.85
1804	31148770.51
1805	31148729.38
1806	31148691
1807	31147613.42
1808	31147580.52
1809	31147378.99
1810	31141250.05
1811	31141234.97
1812	31141226.74
1813	31141133.49
1814	31141110.18
1815	31141008.71
1816	31138049.36
1817	31138030.16
1818	31137942.39
1819	31137934.16
1820	31137930.05
1821	31137925.93
1822	31137927.31
1823	31127240.83
1824	31127236.72
1825	31127177.73
1826	31126974.69
1827	31123672.37
1828	31123661.4
1829	31123192.16
1830	31122666.65
1831	31122659.79
1832	31122654.3
1833	31122646.07
1834	31122598.05
1835	31122593.93
1836	31122423.79
1837	31122416.93
1838	31122414.19
1839	31122410.07
1840	31122408.7
1841	31122401.84
1842	31122394.98
1843	31122389.49
1844	31122061.56
1845	31121960.02
1846	31121848.88
1847	31121842.02
1848	31121824.18
1849	31121615.62
1850	31121579.95
1851	31121110.68
1852	31120907.6
1853	31112975.51
1854	31112946.69
1855	31110137.04
1856	31107222.8
1857	31107081.41
1858	31107058.07
1859	31106149.28
1860	31106108.1
1861	31106105.35
1862	31106098.49
1863	31105884.33
1864	31103908.78
1865	31103904.66
1866	31103893.68
1867	31103870.34
1868	31102844.76
1869	31102842.01
1870	31102674.51
1871	31102674.51
1872	31099112.84
1873	31099114.22
1874	31099101.86
1875	31099099.11
1876	31096676.83
1877	31096484.58
1878	31096484.58
1879	31096484.58
1880	31092378.34
1881	31086753.69
1882	31086606.7
1883	31086597.09
1884	31086587.47
1885	31086549.01
1886	31078323.73
1887	31078311.37
1888	31078303.12
1889	31072469.78
1890	31069495.66
1891	31069446.18
1892	31069440.68
1893	31027889.97
1894	31027486.72
1895	31027483.96
1896	31027485.34
1897	31027296.79
1898	31026995.38
1899	31026994
1900	31026994
1901	31026987.12
1902	31026985.74
1903	31026981.61
1904	31026976.11
1905	31026282.44
1906	31026279.69
1907	31026252.16
1908	31016274.81
1909	31016270.68
1910	31015703.44
1911	31015678.66
1912	31011747.61
1913	31006482.94
1914	31006467.79
1915	31006467.79
1916	31006452.64
1917	31005725.46
1918	31005724.08
1919	31005722.7
1920	31005703.42
1921	31005700.67
1922	31005583.6
1923	31005583.6
1924	31005580.84
1925	31005580.84
1926	30993695.55
1927	30986510.92
1928	30986436.51
1929	30986435.13
1930	30986418.59
1931	30986406.19
1932	30986160.88
1933	30986158.13
1934	30984497.44
1935	30981159.26
1936	30981152.37
1937	30980104.81
1938	30980099.3
1939	30980085.51
1940	30980077.24
1941	30980051.05
1942	30979968.35
1943	30979940.78
1944	30979892.54
1945	30979889.78
1946	30979891.16
1947	30979891.16
1948	30979804.32
1949	30979779.51
1950	30979742.29
1951	30979716.1
1952	30976170.62
1953	30976093.42
1954	30976054.82
1955	30976009.33
1956	30975981.76
1957	30975981.76
1958	30975970.73
1959	30975948.67
1960	30975937.64
1961	30975930.75
1962	30975925.24
1963	30975926.62
1964	30975901.8
1965	30975897.67
1966	30975874.23
1967	30975867.34
1968	30975860.44
1969	30973148.65
1970	30973127.97
1971	30972769.51
1972	30967949.12
1973	30964223.02
1974	30964202.33
1975	30964183.02
1976	30964181.64
1977	30964173.37
1978	30964154.06
1979	30964132
1980	30964116.83
1981	30961117.12
1982	30961103.33
1983	30961088.16
1984	30960871.62
1985	30960853.69
1986	30960841.28
1987	30960828.86
1988	30960813.69
1989	30959010.95
1990	30958998.54
1991	30958995.78
1992	30958935.09
1993	30958918.54
1994	30955017.53
1995	30954994.07
1996	30954995.45
1997	30954919.58
1998	30954083.58
1999	30954011.85
2000	30953942.87
2001	30947306.48
2002	30947194.71
2003	30947178.15
2004	30947070.52
2005	30945278.02
2006	30945123.47
2007	30944183.71
2008	30944178.19
2009	30944157.49
2010	30943507.5
2011	30942864.41
2012	30942853.36
2013	30942840.94
2014	30942824.38
2015	30942734.68
2016	30942707.08
2017	30942697.42
2018	30941576.79
2019	30939222.23
2020	30939202.91
2021	30939193.25
2022	30939180.82
2023	30938903.4
2024	30938903.4
2025	30938889.6
2026	30935572.73
2027	30932749.72
2028	30932735.92
2029	30932734.54
2030	30932724.87
2031	30932673.79
2032	30926841.98
2033	30926790.89
2034	30926779.85
2035	30926754.99
2036	30926505.07
2037	30926492.64
2038	30926487.12
2039	30926474.69
2040	30926407.03
2041	30924856.37
2042	30924846.71
2043	30924837.04
2044	30924824.61
2045	30919372.5
2046	30918995.46
2047	30918871.16
2048	30918868.4
2049	30914295.16
2050	30914286.87
2051	30914275.82
2052	30914226.09
2053	30914223.33
2054	30913196.98
2055	30908650.53
2056	30908370.07
2057	30906848.9
2058	30906745.27
2059	30906699.68
2060	30904733.5
2061	30904354.9
2062	30904350.75
2063	30904274.76
2064	30878990.34
2065	30878965.45
2066	30878954.39
2067	30878563.02
2068	30878480.04
2069	30878442.71
2070	30878289.2
2071	30878280.9
2072	30878268.46
2073	30878262.92
2074	30878261.54
2075	30878257.39
2076	30871390.33
2077	30871373.73
2078	30871366.81
2079	30871351.6
2080	30871351.6
2081	30870052.7
2082	30870045.78
2083	30870030.56
2084	30869983.53
2085	30869971.08
2086	30869966.93
2087	30869964.17
2088	30869958.63
2089	30869924.05
2090	30869911.6
2091	30866556.88
2092	30866220.7
2093	30865194.14
2094	30861314.49
2095	30861302.03
2096	30861288.2
2097	30860651.69
2098	30860629.55
2099	30854204.22
2100	30854200.07
2101	30854188.99
2102	30853769.63
2103	30853721.19
2104	30853721.19
2105	30852990.41
2106	30850044.96
2107	30847802.47
2108	30847801.08
2109	30846216.01
2110	30846211.86
2111	30846156.48
2112	30846073.42
2113	30846062.34
2114	30802641.03
2115	30802641.03
2116	30802635.49
2117	30802295.83
2118	30801551.35
2119	30801139.59
2120	30793133.46
2121	30792904.65
2122	30792901.87
2123	30792638.38
2124	30792637
2125	30792638.38
2126	30752741.05
2127	30752645.24
2128	30718637.94
2129	30718639.33
2130	30718637.94
2131	30718628.21
2132	30718615.69
2133	30718601.79
2134	30718597.62
2135	30718585.11
2136	30718512.82
2137	30718448.88
2138	30718422.47
2139	30718386.32
2140	30710265.45
2141	30710040.19
2142	30703871.24
2143	30703637.59
2144	30703623.68
2145	30703602.82
2146	30703488.77
2147	30703485.99
2148	30703470.69
2149	30703467.91
2150	30703455.39
2151	30703454
2152	30703454
2153	30703448.44
2154	30703288.49
2155	30703260.68
2156	30695938.51
2157	30695921.82
2158	30695920.43
2159	30695848.09
2160	30683343.2
2161	30683337.63
2162	30683069.02
2163	30683067.63
2164	30680445.49
2165	30680108.66
2166	30680051.59
2167	30680050.2
2168	30680044.63
2169	30679858.12
2170	30679858.12
2171	30679859.51
2172	30679858.12
2173	30679588.09
2174	30678940.85
2175	30678936.68
2176	30678938.07
2177	30677561.42
2178	30677560.03
2179	30677558.64
2180	30677557.25
2181	30677555.85
2182	30677544.72
2183	30677533.58
2184	30677529.41
2185	30677528.01
2186	30670777.52
2187	30669511.89
2188	30669474.3
2189	30669429.74
2190	30669426.96
2191	30669346.2
2192	30669336.46
2193	30663213.63
2194	30662854.33
2195	30662829.26
2196	30662827.87
2197	30662758.23
2198	30661812.6
2199	30660371.12
2200	30660361.37
2201	30660353.02
2202	30660333.52
2203	30660334.91
2204	30660293.13
2205	30657942.04
2206	30657933.68
2207	30657930.9
2208	30656891.79
2209	30656887.61
2210	30656856.97
2211	30656746.92
2212	30656097.81
2213	30656083.88
2214	30656076.92
2215	30656075.52
2216	30656060.2
2217	30655984.98
2218	30655085.11
2219	30655080.93
2220	30654052.87
2221	30654050.09
2222	30654040.34
2223	30653875.96
2224	30653742.22
2225	30651361.37
2226	30651359.98
2227	30651355.8
2228	30651357.19
2229	30651346.05
2230	30651347.44
2231	30651339.08
2232	30647858.72
2233	30644357.07
2234	30636583.16
2235	30636581.77
2236	30630442.63
2237	30618277.84
2238	30616970.99
2239	30616943.09
2240	30615736.62
2241	30608828.79
2242	30608821.82
2243	30608456.3
2244	30608453.51
2245	30608447.92
2246	30607785.23
2247	30603945.51
2248	30603939.92
2249	30603939.92
2250	30603903.65
2251	30602222.22
2252	30596782.41
2253	30596247.86
2254	30596242.28
2255	30596235.3
2256	30596178.08
2257	30596178.08
2258	30596175.29
2259	30596166.91
2260	30596030.13
2261	30594508.79
2262	30592544.88
2263	30588718.6
2264	30588701.85
2265	30588696.26
2266	30588686.49
2267	30588685.09
2268	30588664.15
2269	30588572.01
2270	30588570.62
2271	30587562.66
2272	30587561.27
2273	30587529.16
2274	30587516.59
2275	30587502.63
2276	30587502.63
2277	30587476.11
2278	30587470.52
2279	30586859.03
2280	30586853.44
2281	30584280.29
2282	30584264.94
2283	30584259.35
2284	30584246.78
2285	30561247.73
2286	30559249.55
2287	30559249.55
2288	30559243.96
2289	30559195.05
2290	30559176.88
2291	30559076.27
2292	30559073.48
2293	30559072.08
2294	30559052.52
2295	30557983.5
2296	30557979.3
2297	30557860.52
2298	30557831.18
2299	30557831.18
2300	30557831.18
2301	30557828.38
2302	30557825.59
2303	30557690.03
2304	30557620.16
2305	30557574.05
2306	30557560.07
2307	30557557.28
2308	30557541.9
2309	30557519.54
2310	30557513.95
2311	30557492.99
2312	30556573.45
2313	30556541.31
2314	30556539.91
2315	30556530.13
2316	30556489.6
2317	30556485.41
2318	30556481.22
2319	30556011.65
2320	30555947.37
2321	30555944.57
2322	30555926.4
2323	30555834.17
2324	30555834.17
2325	30546112.77
2326	30538780.9
2327	30538773.91
2328	30526210.27
2329	30526207.47
2330	30526197.68
2331	30525901.11
2332	30525838.16
2333	30525839.56
2334	30525839.56
2335	30525839.56
2336	30525824.17
2337	30525815.78
2338	30523416.56
2339	30523416.56
2340	30523406.76
2341	30517743.01
2342	30517740.21
2343	30517731.82
2344	30517720.62
2345	30517709.43
2346	30517685.64
2347	30517677.25
2348	30517664.65
2349	30517663.25
2350	30517661.85
2351	30517656.26
2352	30517656.26
2353	30517654.86
2354	30517633.87
2355	30517631.07
2356	30517537.32
2357	30516944.01
2358	30516934.22
2359	30516923.02
2360	30516904.83
2361	30515234
2362	30513966.13
2363	30513960.53
2364	30513949.33
2365	30513947.94
2366	30511259.47
2367	30508936.09
2368	30508933.29
2369	30505921.02
2370	30505884.63
2371	30505622.86
2372	30505613.06
2373	30505608.86
2374	30505555.67
2375	30505089.52
2376	30505089.52
2377	30505085.32
2378	30505076.92
2379	30505076.92
2380	30505011.13
2381	30504367.18
2382	30504365.78
2383	30504250.99
2384	30503889.82
2385	30503888.42
2386	30503796.02
2387	30503789.02
2388	30503790.42
2389	30493555.31
2390	30493555.31
2391	30493507.69
2392	30493488.09
2393	30493489.49
2394	30493476.89
2395	30493471.28
2396	30493345.25
2397	30493343.85
2398	30493243.02
2399	30493222.01
2400	30493182.8
2401	30493087.57
2402	30493086.17
2403	30492671.65
2404	30492670.25
2405	30488383.24
2406	30488369.23
2407	30488353.82
2408	30487901.42
2409	30487869.2
2410	30487817.38
2411	30487800.57
2412	30487702.53
2413	30487696.92
2414	30487698.32
2415	30487694.12
2416	30487646.5
2417	30487639.5
2418	30487618.49
2419	30486986.78
2420	30486985.38
2421	30486982.58
2422	30486982.58
2423	30486979.78
2424	30486967.17
2425	30486964.37
2426	30486964.37
2427	30486469.92
2428	30486467.12
2429	30486468.52
2430	30481478.77
2431	30476839.9
2432	30473217.7
2433	30473022.91
2434	30473020.11
2435	30473020.11
2436	30473020.11
2437	30473017.31
2438	30472872.97
2439	30472870.17
2440	30467307.75
2441	30467310.55
2442	30467306.35
2443	30467300.74
2444	30467296.54
2445	30466916.7
2446	30466915.3
2447	30466842.42
2448	30466636.38
2449	30465896.31
2450	30465775.77
2451	30465756.14
2452	30462491.49
2453	30462471.87
2454	30462470.46
2455	30462470.46
2456	30462467.66
2457	30462462.05
2458	30445387.34
2459	30445370.51
2460	30445341.06
2461	30445336.85
2462	30445328.43
2463	30444794.03
2464	30444404.1
2465	30444254.02
2466	30444245.6
2467	30444234.38
2468	30444232.98
2469	30444073.07
2470	30438349.67
2471	30438341.25
2472	30438269.7
2473	30437963.86
2474	30437834.79
2475	30436377.09
2476	30436365.86
2477	30436360.25
2478	30430982
2479	30427446.97
2480	30427438.55
2481	30427357.15
2482	30425907.37
2483	30425903.16
2484	30421780.79
2485	30421775.18
2486	30421745.7
2487	30421741.49
2488	30421735.88
2489	30421700.78
2490	30421696.57
2491	30421307.75
2492	30421306.34
2493	30419548.84
2494	30419547.44
2495	30419540.42
2496	30419509.54
2497	30419505.32
2498	30419501.11
2499	30419495.5
2500	30419467.42
2501	30419466.02
2502	30419433.73
2503	30419433.73
2504	30419421.1
2505	30419408.46
2506	30419408.46
2507	30416597.92
2508	30416588.1
2509	30416576.86
2510	30414333.3
2511	30414329.09
2512	30414330.49
2513	30414326.28
2514	30414320.66
2515	30414308.03
2516	30414171.83
2517	30414169.03
2518	30414140.95
2519	30414136.73
2520	30414090.4
2521	30414076.36
2522	30414070.74
2523	30413987.9
2524	30413913.49
2525	30413896.64
2526	30413888.22
2527	30413886.81
2528	30413885.41
2529	30413847.5
2530	30412559.95
2531	30412051.66
2532	30411603.73
2533	30411565.82
2534	30411013.98
2535	30411012.57
2536	30410764.03
2537	30404502.06
2538	30404497.84
2539	30404488.01
2540	30404465.54
2541	30404462.73
2542	30403937.45
2543	30403916.38
2544	30401395.17
2545	30401180.26
2546	30399467.95
2547	30399462.33
2548	30399453.9
2549	30399295.17
2550	30399295.17
2551	30399286.74
2552	30399268.48
2553	30393178.36
2554	30392662.72
2555	30392644.45
2556	30392638.83
2557	30392617.76
2558	30392614.95
2559	30392399.97
2560	30392397.16
2561	30392390.14
2562	30392381.71
2563	30392376.09
2564	30392369.06
2565	30392366.25
2566	30392359.23
2567	30383986.78
2568	30383888.4
2569	30383888.4
2570	30383882.78
2571	30383877.16
2572	30383870.13
2573	30383052.15
2574	30383047.94
2575	30382972.04
2576	30382965.01
2577	30382960.8
2578	30382949.55
2579	30378354.67
2580	30373833.61
2581	30373815.34
2582	30373813.93
2583	30373812.52
2584	30373805.49
2585	30373799.87
2586	30350423.26
2587	30350420.45
2588	30350413.41
2589	30350392.31
2590	30350389.49
2591	30350383.87
2592	30349928
2593	30344202.31
2594	30344195.28
2595	30344129.13
2596	30344100.99
2597	30344093.95
2598	30344067.21
2599	30344043.29
2600	30343950.41
2601	30340755.69
2602	30340750.06
2603	30340744.43
2604	30340599.46
2605	30338143.37
2606	30338140.55
2607	30338130.7
2608	30338023.72
2609	30337811.18
2610	30337804.14
2611	30337784.44
2612	30337768.95
2613	30337757.69
2614	30337752.06
2615	30336351.49
2616	30336343.04
2617	30336337.41
2618	30334483.49
2619	30334476.45
2620	30334465.19
2621	30334458.15
2622	30334452.52
2623	30330200.87
2624	30328774.6
2625	30328622.54
2626	30328618.31
2627	30328618.31
2628	30328591.56
2629	30328583.11
2630	30328574.66
2631	30328573.26
2632	30328546.5
2633	30328545.1
2634	30328539.46
2635	30328516.94
2636	30328509.9
2637	30328502.86
2638	30328494.41
2639	30324868.57
2640	30324869.98
2641	30324860.12
2642	30323663.14
2643	30323640.61
2644	30323636.39
2645	30321031.04
2646	30314358.93
2647	30314358.93
2648	30314281.45
2649	30314277.22
2650	30313007.99
2651	30312998.12
2652	30312995.31
2653	30312967.13
2654	30312946
2655	30312947.41
2656	30312943.18
2657	30312943.18
2658	30312864.29
2659	30312854.43
2660	30312845.98
2661	30312837.53
2662	30311485.11
2663	30311483.7
2664	30311478.07
2665	30311476.66
2666	30311476.66
2667	30311473.84
2668	30307820.6
2669	30307806.51
2670	30307807.92
2671	30303070.59
2672	30303063.55
2673	30303055.09
2674	30303039.59
2675	30303035.36
2676	30302883.17
2677	30302802.85
2678	30302783.12
2679	30302781.71
2680	30302735.21
2681	30302730.98
2682	30302730.98
2683	30302729.57
2684	30302726.75
2685	30302623.88
2686	30302618.24
2687	30302611.19
2688	30302594.28
2689	30302591.47
2690	30302581.6
2691	30302544.96
2692	30302540.73
2693	30302539.32
2694	30302491.41
2695	30302473.09
2696	30301323.15
2697	30301313.28
2698	30301310.46
2699	30290063.79
2700	30289932.68
2701	30289896.03
2702	30288708.95
2703	30288701.9
2704	30288013.88
2705	30286884.54
2706	30286878.9
2707	30286878.9
2708	30282574.03
2709	30279023.08
2710	30279021.67
2711	30277590.17
2712	30277585.94
2713	30277580.3
2714	30277571.84
2715	30277567.61
2716	30277566.2
2717	30277560.56
2718	30277529.53
2719	30277528.12
2720	30277528.12
2721	30277526.71
2722	30277511.19
2723	30277499.91
2724	30277353.23
2725	30277354.64
2726	30277341.95
2727	30276897.67
2728	30276894.85
2729	30276884.98
2730	30276884.98
2731	30276873.69
2732	30276861
2733	30276858.18
2734	30276856.77
2735	30276856.77
2736	30276846.9
2737	30276844.08
2738	30252041.71
2739	30251743.87
2740	30251743.87
2741	30251741.04
2742	30251735.4
2743	30251732.57
2744	30251660.58
2745	30251660.58
2746	30251588.59
2747	30251585.77
2748	30251574.48
2749	30250198.15
2750	30250075.33
2751	30250073.92
2752	30250072.51
2753	30250066.86
2754	30250058.39
2755	30250051.33
2756	30249873.46
2757	30249848.05
2758	30249836.76
2759	30249828.29
2760	30249811.35
2761	30249807.12
2762	30249781.71
2763	30249493.72
2764	30249479.61
2765	30243572.53
2766	30243566.88
2767	30243551.35
2768	30243552.76
2769	30243547.12
2770	30243545.7
2771	30243545.7
2772	30243530.17
2773	30243528.76
2774	30243518.88
2775	30242598.26
2776	30242598.26
2777	30242527.66
2778	30242513.54
2779	30242502.24
2780	30242235.37
2781	30242170.42
2782	30236208.25
2783	30235281.76
2784	30235278.94
2785	30235274.7
2786	30235274.7
2787	30235259.16
2788	30235247.87
2789	30235247.87
2790	30232675.86
2791	30232671.63
2792	30232592.53
2793	30230966.72
2794	30230963.9
2795	30230901.75
2796	30230891.86
2797	30226727.36
2798	30225645.17
2799	30225609.85
2800	30225607.03
2801	30224998.11
2802	30224996.69
2803	30224995.28
2804	30224983.98
2805	30224981.15
2806	30224976.91
2807	30224976.91
2808	30224938.77
2809	30224926.05
2810	30224914.75
2811	30224914.75
2812	30224911.92
2813	30224911.92
2814	30218546.43
2815	30218540.78
2816	30218537.95
2817	30215342.69
2818	30215089.71
2819	30215085.47
2820	30215085.47
2821	30215040.25
2822	30213600.07
2823	30213597.24
2824	30213585.93
2825	30213581.69
2826	30213578.87
2827	30213450.25
2828	30213447.42
2829	30212586.67
2830	30212583.84
2831	30212571.12
2832	30212564.05
2833	30212559.81
2834	30212491.97
2835	30212482.07
2836	30207622.36
2837	30207619.53
2838	30207558.75
2839	30207538.96
2840	30207534.71
2841	30203046.05
2842	30203030.5
2843	30203029.08
2844	30203024.84
2845	30203023.43
2846	30203012.12
2847	30202952.74
2848	30202940.01
2849	30202582.3
2850	30202404.15
2851	30202378.7
2852	30202220.35
2853	30202169.45
2854	30202163.79
2855	30202159.55
2856	30202145.41
2857	30202139.76
2858	30200305.87
2859	30200146.09
2860	30200028.73
2861	30200007.52
2862	30200003.28
2863	30200001.86
2864	30200001.86
2865	30199993.38
2866	30199758.65
2867	30199755.83
2868	30199731.79
2869	30196927.67
2870	30196924.84
2871	30196796.16
2872	30193175.71
2873	30193171.47
2874	30191601.54
2875	30191597.29
2876	30183696.87
2877	30183661.5
2878	30183657.26
2879	30183602.08
2880	30183602.08
2881	30183549.74
2882	30183481.83
2883	30183474.75
2884	30183418.16
2885	30183412.5
2886	30183362.99
2887	30183361.57
2888	30183262.54
2889	30176134.01
2890	30175955.71
2891	30175909.01
2892	30171936.48
2893	30171932.23
2894	30171598.22
2895	30171592.56
2896	30171582.65
2897	30171514.71
2898	30169156.67
2899	30169155.26
2900	30161077.64
2901	30159869.92
2902	30159739.66
2903	30159728.33
2904	30159660.37
2905	30159535.77
2906	30157244.76
2907	30157199.45
2908	30152384.64
2909	30152340.74
2910	30152298.25
2911	30152296.84
2912	30152284.09
2913	30152277.01
2914	30152274.18
2915	30152269.93
2916	30152264.26
2917	30152262.85
2918	30152209.03
2919	30152207.61
2920	30152166.54
2921	30152128.3
2922	30152126.89
2923	30151920.12
2924	30151918.7
2925	30151918.7
2926	30151911.62
2927	30151874.79
2928	30151774.24
2929	30151774.24
2930	30151738.83
2931	30151597.21
2932	30151594.37
2933	30151557.55
2934	30151549.05
2935	30151534.89
2936	30151214.81
2937	30151142.58
2938	30151063.27
2939	30151046.27
2940	30151036.36
2941	30151033.53
2942	30150890.48
2943	30150845.16
2944	30150842.33
2945	30149107.3
2946	30148909.01
2947	30148909.01
2948	30148910.42
2949	30148907.59
2950	30148872.18
2951	30148866.52
2952	30144342.2
2953	30144286.95
2954	30144282.7
2955	30144282.7
2956	30144281.29
2957	30144277.04
2958	30144265.7
2959	30144053.21
2960	30144050.38
2961	30144014.96
2962	30144009.3
2963	30143837.88
2964	30140585.11
2965	30140568.11
2966	30140566.7
2967	30138964.27
2968	30138645.47
2969	30138607.21
2970	30138536.37
2971	30138532.12
2972	30138532.12
2973	30138398.93
2974	30137445.35
2975	30137443.93
2976	30134719.04
2977	30134716.21
2978	30134716.21
2979	30134561.75
2980	30134557.5
2981	30134557.5
2982	30134363.36
2983	30130464.72
2984	30130463.3
2985	30130298.9
2986	30130297.48
2987	30130297.48
2988	30130293.23
2989	30130290.4
2990	30130157.17
2991	30130155.76
2992	30130151.5
2993	30130148.67
2994	30112766.41
2995	30112759.32
2996	30112759.32
2997	30112756.48
2998	30112752.23
2999	30112747.97
3000	30110649.12
3001	30110644.86
3002	30093723.87
3003	30091575.43
3004	30090383.37
3005	30057541.91
3006	30056580.07
3007	30056577.23
3008	30052503.68
3009	30045604.22
3010	30045591.43
3011	30045518.94
3012	30045503.31
3013	30033769.85
3014	30033677.43
3015	30033671.74
3016	30033633.35
3017	30033629.09
3018	30033623.4
3019	30033616.29
3020	30033593.54
3021	30033592.12
3022	30033556.58
3023	30032884.04
3024	30032861.29
3025	30032851.34
3026	30031258.8
3027	30031251.69
3028	30030704.24
3029	30030701.39
3030	30005927.54
3031	30005921.85
3032	30005174.69
3033	30005052.3
3034	30003401.35
3035	30003395.66
3036	30003391.39
3037	30003388.54
3038	30003384.27
3039	30003351.54
3040	30003350.12
3041	30003350.12
3042	30003324.5
3043	30003075.42
3044	30003044.11
3045	30002938.79
3046	29999857.21
3047	29999841.56
3048	29998678.59
3049	29998674.32
3050	29998644.42
3051	29998638.73
3052	29972061.76
3053	29970304.99
3054	29970299.29
3055	29969066.78
3056	29969062.51
3057	29969058.23
3058	29969055.38
3059	29969051.11
3060	29969012.64
3061	29969009.79
3062	29965612.64
3063	29965608.36
3064	29965498.63
3065	29965301.97
3066	29965262.07
3067	29962662.62
3068	29962431.73
3069	29962366.17
3070	29962336.24
3071	29962163.79
3072	29962160.94
3073	29961803.21
3074	29961800.36
3075	29961771.85
3076	29961740.5
3077	29961740.5
3078	29951809.18
3079	29951221.78
3080	29951216.07
3081	29950655.75
3082	29950652.9
3083	29950611.55
3084	29950446.16
3085	29950441.88
3086	29950439.03
3087	29950433.33
3088	29950250.83
3089	29950151.02
3090	29940906.16
3091	29940903.31
3092	29940750.7
3093	29937279.02
3094	29937226.25
3095	29937220.54
3096	29937206.28
3097	29937202
3098	29937203.42
3099	29934503.1
3100	29931117.73
3101	29931110.6
3102	29931106.32
3103	29930922.27
3104	29930916.56
3105	29930913.71
3106	29930906.58
3107	29930892.31
3108	29930875.19
3109	29925785.67
3110	29925759.98
3111	29925731.44
3112	29923339.76
3113	29923282.68
3114	29922903.08
3115	29922880.24
3116	29922861.69
3117	29922861.69
3118	29922178.1
3119	29922170.97
3120	29922129.58
3121	29922125.3
3122	29922072.5
3123	29921481.66
3124	29921477.38
3125	29921473.09
3126	29921458.82
3127	29921450.26
3128	29914671.89
3129	29914661.9
3130	29914100.89
3131	29914090.9
3132	29914085.19
3133	29913679.77
3134	29913658.36
3135	29913648.37
3136	29913629.81
3137	29913615.53
3138	29913608.4
3139	29913601.26
3140	29913601.26
3141	29913586.98
3142	29913585.56
3143	29913576.99
3144	29913554.15
3145	29913532.74
3146	29913531.31
3147	29913488.48
3148	29909062.77
3149	29908434.55
3150	29903885.29
3151	29903882.43
3152	29903384.05
3153	29903082.74
3154	29902562.93
3155	29902560.07
3156	29902390.13
3157	29902194.48
3158	29902185.92
3159	29902181.63
3160	29902080.24
3161	29900217.95
3162	29900197.96
3163	29900173.68
3164	29900130.83
3165	29900099.41
3166	29900080.85
3167	29900079.42
3168	29899916.61
3169	29899915.18
3170	29899912.32
3171	29899910.89
3172	29898629.78
3173	29898609.78
3174	29898534.09
3175	29894596.12
3176	29894586.12
3177	29894581.84
3178	29894574.69
3179	29894576.12
3180	29894464.7
3181	29894269.01
3182	29894254.72
3183	29893366.2
3184	29893359.06
3185	29893356.2
3186	29892980.51
3187	29892967.65
3188	29892009.09
3189	29891259.09
3190	29891239.09
3191	29891227.66
3192	29891176.23
3193	29891171.94
3194	29891169.08
3195	29885749.88
3196	29885745.59
3197	29885734.16
3198	29883965.17
3199	29883462.17
3200	29883457.89
3201	29882933.45
3202	29882929.16
3203	29882929.16
3204	29882829.13
3205	29882824.84
3206	29875071.47
3207	29875067.18
3208	29874888.51
3209	29874656.94
3210	29874238.13
3211	29874196.67
3212	29874192.39
3213	29874112.34
3214	29873980.83
3215	29873970.83
3216	29873860.76
3217	29873744.97
3218	29873614.89
3219	29873613.47
3220	29873610.61
3221	29873146.03
3222	29861291.94
3223	29861290.51
3224	29861289.08
3225	29861237.59
